id,sop_id,sop_name,sop_path,section_title,query_text,similarity_score,source,cluster_name,namespace,pod_name,action_taken,was_useful,matched_at
43,7,Storage Runbook 07: PDB & graceful shutdown,sops/storage/runbook-07.md,Remediation,recommendation CrashLoopBackOff,0.9227,auto,prod-usw2-eks,search,recommendation-87e3198-026ea,restart_pod,true,2026-05-25 14:24:51
44,37,Security Runbook 37: Node drain & cordon,sops/security/runbook-37.md,Diagnosis,cart-svc throttled,0.9176,chat,prod-use2-eks,checkout,cart-svc-51c2594-4d271,increase_limit,true,2026-06-09 12:59:28
45,21,Memory Runbook 21: PDB & graceful shutdown,sops/memory/runbook-21.md,Prevention,indexer OOMKilled,0.9011,alert,prod-use2-eks,search,indexer-4680271-0a829,increase_limit,true,2026-06-11 17:02:00
46,39,Availability Runbook 39: Cert rotation,sops/availability/runbook-39.md,Diagnosis,payments-api throttled,0.6698,prediction,prod-usw2-eks,payments,payments-api-b9a1287-dbbfe,none,true,2026-06-21 21:42:05
47,18,Memory Runbook 18: Connection pool sizing,sops/memory/runbook-18.md,Diagnosis,auth-gateway throttled,0.8117,chat,prod-use2-eks,identity,auth-gateway-9bddb17-f3d59,scale_up,true,2026-06-02 20:18:20
48,21,Memory Runbook 21: PDB & graceful shutdown,sops/memory/runbook-21.md,Remediation,config-svc OOMKilled,0.948,chat,prod-usw2-eks,platform,config-svc-d193d56-68bd9,scale_up,true,2026-06-12 09:55:58
49,16,Availability Runbook 16: HPA scaling response,sops/availability/runbook-16.md,Symptoms,auth-gateway high latency,0.686,auto,prod-use2-eks,identity,auth-gateway-bf1d422-2018d,none,false,2026-05-30 22:30:25
50,23,Security Runbook 23: OOMKilled remediation,sops/security/runbook-23.md,Symptoms,payments-api throttled,0.7779,alert,prod-usw2-eks,payments,payments-api-6c2b997-3e07d,increase_limit,true,2026-06-22 00:08:32
51,6,Availability Runbook 06: CFS throttling tuning,sops/availability/runbook-06.md,Diagnosis,orders-api OOMKilled,0.8588,auto,prod-usw2-eks,orders,orders-api-21c5d48-15186,increase_limit,true,2026-06-21 18:19:37
52,24,Node Runbook 24: Cert rotation,sops/node/runbook-24.md,Symptoms,cart-svc high latency,0.6896,chat,prod-use2-eks,checkout,cart-svc-51c2594-4d271,restart_pod,true,2026-06-02 08:36:45
53,13,Security Runbook 13: CFS throttling tuning,sops/security/runbook-13.md,Diagnosis,orders-worker high latency,0.8794,chat,dr-use1-eks,orders,orders-worker-f884840-8265c,restart_pod,true,2026-06-23 10:21:57
54,22,Security Runbook 22: Cert rotation,sops/security/runbook-22.md,Symptoms,notifications OOMKilled,0.886,alert,prod-usw2-eks,notifications,notifications-abd2926-3451e,scale_up,false,2026-06-08 00:43:02
55,22,Security Runbook 22: Cert rotation,sops/security/runbook-22.md,Remediation,auth-gateway throttled,0.8243,auto,staging-use2-eks,identity,auth-gateway-41b4f33-14ef9,none,false,2026-06-19 19:37:59
56,32,Storage Runbook 32: CFS throttling tuning,sops/storage/runbook-32.md,Symptoms,orders-api high latency,0.7282,auto,dr-use1-eks,orders,orders-api-8330e48-f22f4,restart_pod,true,2026-06-17 10:13:42
57,35,Memory Runbook 35: OOMKilled remediation,sops/memory/runbook-35.md,Symptoms,payments-api CrashLoopBackOff,0.8757,chat,prod-use2-eks,payments,payments-api-1ce3577-591ac,increase_limit,true,2026-06-04 07:15:29
58,15,Node Runbook 15: Connection pool sizing,sops/node/runbook-15.md,Symptoms,checkout-web CrashLoopBackOff,0.6032,chat,prod-use2-eks,checkout,checkout-web-0101b48-2b2af,none,true,2026-06-05 12:25:43
59,33,Availability Runbook 33: Connection pool sizing,sops/availability/runbook-33.md,Prevention,ledger-svc high latency,0.735,alert,prod-usw2-eks,ledger,ledger-svc-842cd31-95bfa,restart_pod,true,2026-06-03 03:41:12
60,5,Node Runbook 05: Connection pool sizing,sops/node/runbook-05.md,Remediation,coredns throttled,0.8317,prediction,prod-usw2-eks,kube-system,coredns-37f1521-4cd3d,increase_limit,false,2026-06-01 22:05:58
61,8,Node Runbook 08: Connection pool sizing,sops/node/runbook-08.md,Symptoms,payments-api OOMKilled,0.754,auto,prod-usw2-eks,payments,payments-api-1e23165-1e35b,restart_pod,true,2026-05-28 09:07:00
62,32,Storage Runbook 32: CFS throttling tuning,sops/storage/runbook-32.md,Symptoms,orders-api OOMKilled,0.8532,chat,prod-usw2-eks,orders,orders-api-402bb51-ad48f,restart_pod,true,2026-06-05 21:44:54
63,28,Storage Runbook 28: Connection pool sizing,sops/storage/runbook-28.md,Diagnosis,cart-svc throttled,0.8365,prediction,prod-use2-eks,checkout,cart-svc-51c2594-4d271,increase_limit,true,2026-06-17 13:30:17
64,1,Node Runbook 01: DiskPressure eviction recovery,sops/node/runbook-01.md,Diagnosis,payments-worker throttled,0.8106,chat,prod-use2-eks,payments,payments-worker-6e38c94-75bbf,none,true,2026-06-06 00:58:02
65,7,Storage Runbook 07: PDB & graceful shutdown,sops/storage/runbook-07.md,Prevention,orders-worker CrashLoopBackOff,0.8694,prediction,prod-usw2-eks,orders,orders-worker-0696c96-a62c8,scale_up,true,2026-06-06 19:01:45
66,2,Storage Runbook 02: OOMKilled remediation,sops/storage/runbook-02.md,Diagnosis,cart-svc CrashLoopBackOff,0.8987,alert,prod-use2-eks,checkout,cart-svc-26a7d77-aafdc,increase_limit,true,2026-06-06 03:26:02
67,14,Availability Runbook 14: PDB & graceful shutdown,sops/availability/runbook-14.md,Symptoms,checkout-web CrashLoopBackOff,0.7386,prediction,staging-use2-eks,checkout,checkout-web-aca9086-f5fe6,restart_pod,false,2026-06-06 19:27:05
68,20,Availability Runbook 20: CoreDNS restart,sops/availability/runbook-20.md,Remediation,indexer throttled,0.8721,auto,prod-usw2-eks,search,indexer-b957537-8aa20,increase_limit,true,2026-06-14 07:18:05
69,32,Storage Runbook 32: CFS throttling tuning,sops/storage/runbook-32.md,Remediation,recommendation high latency,0.8086,chat,staging-use2-eks,search,recommendation-2071c72-c0b22,increase_limit,true,2026-06-09 17:08:03
70,20,Availability Runbook 20: CoreDNS restart,sops/availability/runbook-20.md,Prevention,cart-svc OOMKilled,0.9306,prediction,prod-use2-eks,checkout,cart-svc-51c2594-4d271,increase_limit,true,2026-06-14 23:17:25
71,35,Memory Runbook 35: OOMKilled remediation,sops/memory/runbook-35.md,Symptoms,auth-gateway OOMKilled,0.6046,auto,prod-use2-eks,identity,auth-gateway-bf1d422-2018d,scale_up,true,2026-06-15 15:27:21
72,12,Node Runbook 12: CrashLoopBackOff triage,sops/node/runbook-12.md,Remediation,coredns OOMKilled,0.6832,alert,staging-use2-eks,kube-system,coredns-b16ea15-07544,scale_up,true,2026-06-01 04:15:25
73,9,Memory Runbook 09: Connection pool sizing,sops/memory/runbook-09.md,Symptoms,checkout-web throttled,0.6133,alert,staging-use2-eks,checkout,checkout-web-2b77739-52fdd,none,true,2026-06-13 21:02:08
74,20,Availability Runbook 20: CoreDNS restart,sops/availability/runbook-20.md,Prevention,orders-worker throttled,0.8654,chat,dr-use1-eks,orders,orders-worker-f884840-8265c,none,true,2026-06-03 04:45:04
75,3,Security Runbook 03: CFS throttling tuning,sops/security/runbook-03.md,Prevention,inventory-svc OOMKilled,0.8345,alert,prod-usw2-eks,inventory,inventory-svc-4453f63-e15f3,increase_limit,true,2026-06-05 07:29:48
76,12,Node Runbook 12: CrashLoopBackOff triage,sops/node/runbook-12.md,Symptoms,config-svc high latency,0.8026,chat,prod-usw2-eks,platform,config-svc-d193d56-68bd9,increase_limit,true,2026-06-16 05:32:53
77,1,Node Runbook 01: DiskPressure eviction recovery,sops/node/runbook-01.md,Prevention,session-store CrashLoopBackOff,0.9358,alert,prod-usw2-eks,identity,session-store-d825e25-14f9f,restart_pod,true,2026-06-21 12:05:10
78,31,Cpu Runbook 31: DiskPressure eviction recovery,sops/cpu/runbook-31.md,Prevention,session-store CrashLoopBackOff,0.9009,auto,prod-usw2-eks,identity,session-store-28ebc77-cf7c8,restart_pod,true,2026-06-15 09:29:53
79,37,Security Runbook 37: Node drain & cordon,sops/security/runbook-37.md,Remediation,config-svc throttled,0.891,chat,dr-use1-eks,platform,config-svc-0f5b883-4b9e2,none,true,2026-06-20 16:51:49
80,3,Security Runbook 03: CFS throttling tuning,sops/security/runbook-03.md,Prevention,payments-api OOMKilled,0.8287,auto,prod-use2-eks,payments,payments-api-58c5e74-26d34,increase_limit,true,2026-06-02 05:21:04
81,25,Network Runbook 25: PDB & graceful shutdown,sops/network/runbook-25.md,Diagnosis,checkout-web high latency,0.8149,auto,prod-use2-eks,checkout,checkout-web-0101b48-2b2af,restart_pod,true,2026-05-31 15:41:03
82,11,Availability Runbook 11: CoreDNS restart,sops/availability/runbook-11.md,Remediation,session-store high latency,0.8181,alert,prod-usw2-eks,identity,session-store-d825e25-14f9f,scale_up,true,2026-06-13 23:04:47
83,9,Memory Runbook 09: Connection pool sizing,sops/memory/runbook-09.md,Diagnosis,orders-api CrashLoopBackOff,0.7727,auto,prod-usw2-eks,orders,orders-api-cbca488-26609,scale_up,true,2026-05-31 01:34:26
84,24,Node Runbook 24: Cert rotation,sops/node/runbook-24.md,Prevention,orders-api throttled,0.8109,alert,prod-use2-eks,orders,orders-api-e9b4a39-c3784,restart_pod,true,2026-05-24 17:07:51
85,29,Node Runbook 29: Connection pool sizing,sops/node/runbook-29.md,Diagnosis,auth-gateway high latency,0.7051,auto,prod-use2-eks,identity,auth-gateway-9bddb17-f3d59,scale_up,true,2026-06-22 08:08:12
86,5,Node Runbook 05: Connection pool sizing,sops/node/runbook-05.md,Remediation,search-api high latency,0.867,chat,dr-use1-eks,search,search-api-be84964-d972c,none,false,2026-05-29 07:58:45
87,2,Storage Runbook 02: OOMKilled remediation,sops/storage/runbook-02.md,Prevention,cart-svc high latency,0.8567,auto,prod-use2-eks,checkout,cart-svc-26a7d77-aafdc,restart_pod,false,2026-06-13 18:44:26
88,15,Node Runbook 15: Connection pool sizing,sops/node/runbook-15.md,Remediation,inventory-svc throttled,0.7828,auto,prod-use2-eks,inventory,inventory-svc-3e28589-98330,restart_pod,true,2026-06-06 06:15:42
89,7,Storage Runbook 07: PDB & graceful shutdown,sops/storage/runbook-07.md,Symptoms,inventory-svc high latency,0.6654,auto,prod-use2-eks,inventory,inventory-svc-3e28589-98330,restart_pod,true,2026-05-25 02:27:33
90,9,Memory Runbook 09: Connection pool sizing,sops/memory/runbook-09.md,Prevention,config-svc throttled,0.6181,alert,dr-use1-eks,platform,config-svc-0f5b883-4b9e2,restart_pod,true,2026-06-12 04:58:26
91,9,Memory Runbook 09: Connection pool sizing,sops/memory/runbook-09.md,Remediation,ledger-svc throttled,0.8603,prediction,prod-usw2-eks,ledger,ledger-svc-842cd31-95bfa,scale_up,false,2026-06-13 20:40:55
92,28,Storage Runbook 28: Connection pool sizing,sops/storage/runbook-28.md,Remediation,cart-svc OOMKilled,0.6343,auto,dr-use1-eks,checkout,cart-svc-da3cf51-00806,restart_pod,false,2026-06-12 04:27:08
93,14,Availability Runbook 14: PDB & graceful shutdown,sops/availability/runbook-14.md,Diagnosis,inventory-svc OOMKilled,0.824,chat,prod-usw2-eks,inventory,inventory-svc-bf8f159-02345,restart_pod,true,2026-05-25 09:28:19
94,37,Security Runbook 37: Node drain & cordon,sops/security/runbook-37.md,Remediation,orders-api high latency,0.8573,alert,prod-use2-eks,orders,orders-api-bfb2f93-32ad3,restart_pod,false,2026-06-09 06:25:41
95,33,Availability Runbook 33: Connection pool sizing,sops/availability/runbook-33.md,Prevention,cart-svc CrashLoopBackOff,0.7226,chat,dr-use1-eks,checkout,cart-svc-da3cf51-00806,scale_up,true,2026-06-13 23:26:33
96,8,Node Runbook 08: Connection pool sizing,sops/node/runbook-08.md,Symptoms,auth-gateway CrashLoopBackOff,0.7549,auto,prod-use2-eks,identity,auth-gateway-bf1d422-2018d,restart_pod,true,2026-05-29 15:53:41
97,33,Availability Runbook 33: Connection pool sizing,sops/availability/runbook-33.md,Prevention,coredns CrashLoopBackOff,0.838,alert,prod-usw2-eks,kube-system,coredns-4a8b365-1d9fc,none,false,2026-05-29 21:33:19
98,22,Security Runbook 22: Cert rotation,sops/security/runbook-22.md,Prevention,indexer CrashLoopBackOff,0.6708,chat,dr-use1-eks,search,indexer-6af7422-f66fc,scale_up,true,2026-06-16 05:02:18
99,32,Storage Runbook 32: CFS throttling tuning,sops/storage/runbook-32.md,Remediation,search-api OOMKilled,0.7026,auto,prod-use2-eks,search,search-api-eff0684-a368a,restart_pod,true,2026-06-02 12:12:54
100,29,Node Runbook 29: Connection pool sizing,sops/node/runbook-29.md,Prevention,payments-api throttled,0.654,alert,prod-use2-eks,payments,payments-api-c9c2b74-00142,scale_up,true,2026-06-09 00:52:56
101,3,Security Runbook 03: CFS throttling tuning,sops/security/runbook-03.md,Remediation,search-api throttled,0.6421,alert,prod-use2-eks,search,search-api-eff0684-a368a,none,true,2026-06-08 01:07:11
102,22,Security Runbook 22: Cert rotation,sops/security/runbook-22.md,Remediation,ledger-svc throttled,0.854,prediction,prod-use2-eks,ledger,ledger-svc-204e643-7d23b,increase_limit,true,2026-06-22 10:37:24
103,38,Node Runbook 38: CFS throttling tuning,sops/node/runbook-38.md,Diagnosis,indexer throttled,0.7318,auto,prod-usw2-eks,search,indexer-6c1eb29-ca471,restart_pod,true,2026-06-12 18:04:12
104,35,Memory Runbook 35: OOMKilled remediation,sops/memory/runbook-35.md,Symptoms,inventory-svc throttled,0.8134,prediction,staging-use2-eks,inventory,inventory-svc-1d6f570-1b50d,restart_pod,true,2026-06-04 01:48:25
105,13,Security Runbook 13: CFS throttling tuning,sops/security/runbook-13.md,Diagnosis,payments-api throttled,0.7747,prediction,staging-use2-eks,payments,payments-api-dde4d16-a3d09,restart_pod,false,2026-05-30 15:41:56
106,6,Availability Runbook 06: CFS throttling tuning,sops/availability/runbook-06.md,Prevention,payments-api OOMKilled,0.8679,alert,staging-use2-eks,payments,payments-api-dde4d16-a3d09,scale_up,false,2026-06-15 06:53:04
107,22,Security Runbook 22: Cert rotation,sops/security/runbook-22.md,Diagnosis,search-api throttled,0.8933,prediction,prod-usw2-eks,search,search-api-a47d446-4ffe2,restart_pod,true,2026-05-30 00:25:30
108,28,Storage Runbook 28: Connection pool sizing,sops/storage/runbook-28.md,Remediation,session-store throttled,0.7394,alert,prod-use2-eks,identity,session-store-4732511-0dba8,restart_pod,true,2026-06-21 13:50:42
109,10,Availability Runbook 10: PDB & graceful shutdown,sops/availability/runbook-10.md,Diagnosis,payments-worker throttled,0.8146,prediction,prod-usw2-eks,payments,payments-worker-b4be648-d2dcb,restart_pod,true,2026-06-04 01:00:28
110,5,Node Runbook 05: Connection pool sizing,sops/node/runbook-05.md,Symptoms,payments-worker CrashLoopBackOff,0.9039,alert,prod-use2-eks,payments,payments-worker-6e38c94-75bbf,increase_limit,true,2026-05-25 00:38:46
111,7,Storage Runbook 07: PDB & graceful shutdown,sops/storage/runbook-07.md,Diagnosis,ledger-svc CrashLoopBackOff,0.7503,auto,dr-use1-eks,ledger,ledger-svc-e00a046-6e2d6,scale_up,true,2026-06-20 06:02:22
112,19,Memory Runbook 19: CoreDNS restart,sops/memory/runbook-19.md,Diagnosis,orders-api CrashLoopBackOff,0.8766,prediction,dr-use1-eks,orders,orders-api-8330e48-f22f4,scale_up,true,2026-06-05 09:55:37
113,28,Storage Runbook 28: Connection pool sizing,sops/storage/runbook-28.md,Symptoms,orders-worker OOMKilled,0.7478,alert,prod-use2-eks,orders,orders-worker-06e2683-7270e,restart_pod,true,2026-05-28 16:48:49
114,29,Node Runbook 29: Connection pool sizing,sops/node/runbook-29.md,Symptoms,ledger-svc high latency,0.9113,auto,prod-usw2-eks,ledger,ledger-svc-0744083-43011,increase_limit,true,2026-06-17 01:15:31
115,22,Security Runbook 22: Cert rotation,sops/security/runbook-22.md,Diagnosis,auth-gateway CrashLoopBackOff,0.6749,auto,prod-use2-eks,identity,auth-gateway-9bddb17-f3d59,increase_limit,false,2026-05-25 22:14:31
116,9,Memory Runbook 09: Connection pool sizing,sops/memory/runbook-09.md,Prevention,session-store high latency,0.7537,chat,prod-use2-eks,identity,session-store-1ac5266-1ca26,scale_up,true,2026-06-10 05:34:49
117,29,Node Runbook 29: Connection pool sizing,sops/node/runbook-29.md,Prevention,checkout-web high latency,0.7909,auto,prod-use2-eks,checkout,checkout-web-0101b48-2b2af,none,false,2026-06-18 01:28:16
118,19,Memory Runbook 19: CoreDNS restart,sops/memory/runbook-19.md,Prevention,orders-api high latency,0.8246,chat,prod-usw2-eks,orders,orders-api-21c5d48-15186,restart_pod,false,2026-06-19 19:15:28
119,9,Memory Runbook 09: Connection pool sizing,sops/memory/runbook-09.md,Symptoms,checkout-web CrashLoopBackOff,0.9003,auto,prod-usw2-eks,checkout,checkout-web-f628153-c1833,increase_limit,false,2026-06-22 17:09:54
120,6,Availability Runbook 06: CFS throttling tuning,sops/availability/runbook-06.md,Remediation,orders-worker CrashLoopBackOff,0.8821,alert,prod-use2-eks,orders,orders-worker-6ee3345-b0d20,restart_pod,false,2026-06-13 08:03:31
121,1,Node Runbook 01: DiskPressure eviction recovery,sops/node/runbook-01.md,Prevention,payments-api OOMKilled,0.6491,auto,prod-use2-eks,payments,payments-api-58c5e74-26d34,scale_up,true,2026-05-28 20:08:17
122,2,Storage Runbook 02: OOMKilled remediation,sops/storage/runbook-02.md,Diagnosis,orders-worker high latency,0.748,alert,prod-usw2-eks,orders,orders-worker-0696c96-a62c8,none,false,2026-06-18 11:30:04
123,1,Node Runbook 01: DiskPressure eviction recovery,sops/node/runbook-01.md,Symptoms,auth-gateway CrashLoopBackOff,0.9206,alert,prod-use2-eks,identity,auth-gateway-9bddb17-f3d59,increase_limit,true,2026-05-31 09:43:40
124,32,Storage Runbook 32: CFS throttling tuning,sops/storage/runbook-32.md,Symptoms,session-store throttled,0.6769,auto,staging-use2-eks,identity,session-store-a097c68-649a1,scale_up,true,2026-06-11 04:38:52
125,34,Node Runbook 34: Connection pool sizing,sops/node/runbook-34.md,Diagnosis,indexer OOMKilled,0.8932,prediction,prod-use2-eks,search,indexer-b07f520-eaf04,restart_pod,true,2026-05-24 13:08:18
126,6,Availability Runbook 06: CFS throttling tuning,sops/availability/runbook-06.md,Remediation,search-api throttled,0.7852,prediction,staging-use2-eks,search,search-api-1605640-8abaf,restart_pod,true,2026-06-09 13:44:25
